Area,Value,Room,Living,School,Year,Floor
62,215,2,1,0,1994,19
62,215,2,1,0,1994,19
62,220,2,1,1,1994,6
62,225,2,1,0,1994,6
62,225,2,1,0,1994,6
62,260,2,1,1,1994,6
63,170,2,1,0,1994,7
63,185,2,1,0,1994,6
63,220,2,1,1,1994,19
63,238,2,1,0,1994,6
63,238,2,1,0,1994,6
63,270,2,1,1,1994,18
63,270,2,1,1,1994,18
63,270,2,1,1,1994,18
63,270,2,1,1,1994,18
64,130,1,1,1,1994,6
64,160,2,1,0,1994,6
64,177,2,1,0,1994,16
64,177,2,1,0,1994,16
64,177,2,1,0,1994,16
64,190,2,1,0,1994,6
64,190,2,1,1,1994,6
64,190,2,1,1,1994,6
64,190,2,1,1,1994,6
64,308,2,1,1,1994,16
64,308,2,1,1,1994,16
64,308,2,1,1,1994,16
64,365,2,1,1,1994,18
65,251,2,1,0,1994,6
65,288,2,1,1,1994,6
66,188,2,1,1,1994,6
66,210,2,1,0,1994,6
66,245,2,1,1,1994,6
66,245,2,1,1,1994,6
66,320,2,1,0,1994,1
66,382,2,1,0,1994,18
66,382,2,1,0,1994,18
66,382,2,1,0,1994,18
67,140,2,1,1,1994,6
67,280,2,1,0,1994,6
67,280,2,1,0,1994,6
68,136,1,1,0,1994,6
68,136,1,1,0,1994,6
68,190,3,1,0,1994,9
68,195,3,1,1,1994,6
68,200,2,1,0,1994,6
68,200,2,1,0,1994,6
68,200,2,1,0,1994,6
68,200,2,1,0,1994,6
68,205,2,1,0,1994,6
68,365,2,1,1,1994,9
68,365,2,1,1,1994,9
68,420,2,1,1,1994,18
68,445,2,1,1,1994,15
68,503,2,1,1,1994,16
69,185,3,1,1,1994,6
69,185,3,1,1,1994,6
69,230,3,1,0,1994,6
69,230,3,1,0,1994,6
69,230,3,1,0,1994,6
69,650,2,1,1,1994,6
70,186,2,1,0,1994,12
71,140,2,1,1,1994,6
72,270,3,1,0,1994,7
72,270,3,1,0,1994,7
72,277,2,1,0,1994,20
72,400,3,1,1,1994,6
73,164,2,1,1,1994,6
73,164,2,1,1,1994,6
73,270,2,1,1,1994,18
73,270,2,1,1,1994,18
73,270,2,1,1,1994,18
73,270,2,1,1,1994,18
73,340,3,1,1,1994,6
74,140,2,1,0,1994,6
74,140,2,1,0,1994,6
74,145,1,1,0,1994,6
74,180,2,1,1,1994,6
74,180,2,1,1,1994,6
74,180,2,1,1,1994,6
76,165,2,1,1,1994,6
77,144,2,1,1,1994,6
77,144,2,1,1,1994,6
77,210,2,1,0,1994,16
77,280,3,1,1,1994,6
77,280,3,1,1,1994,6
78,170,2,1,0,1994,6
79,295,2,1,0,1994,22
79,295,2,1,0,1994,22
79,340,2,1,0,1994,22
79,440,3,1,1,1994,18
79,440,3,1,1,1994,18
79,440,3,1,1,1994,18
80,163,2,1,0,1994,6
80,284,3,1,0,1994,6
81,191,2,1,1,1994,6
81,325,3,1,1,1994,18
81,325,3,1,1,1994,18
82,200,2,1,1,1994,16
83,185,3,1,1,1994,6
83,185,3,1,1,1994,6
83,320,3,1,1,1994,1
83,320,3,1,1,1994,1
84,400,3,1,1,1994,6
85,285,3,1,1,1994,14
85,285,3,1,1,1994,14
87,199,3,1,1,1994,6
89,470,2,1,0,1994,19
89,470,2,1,0,1994,19
90,530,3,1,1,1994,2
90,565,2,2,1,1994,6
90,565,2,2,1,1994,6
91,200,2,1,1,1994,6
91,200,2,1,1,1994,6
91,200,2,1,1,1994,6
92,530,4,1,1,1994,6
100,243,3,1,0,1994,6
100,243,3,1,0,1994,6
101,270,3,2,0,1994,18
101,270,3,2,0,1994,18
101,493,2,2,1,1994,6
101,493,2,2,1,1994,6
103,208,3,1,1,1994,6
103,208,3,1,1,1994,6
104,640,3,2,1,1994,6
104,640,3,2,1,1994,6
105,166,3,1,1,1994,6
105,166,3,1,1,1994,6
105,170,3,1,0,1994,6
105,170,3,1,0,1994,6
105,170,3,1,1,1994,6
105,170,3,1,1,1994,6
105,660,4,1,0,1994,6
112,560,2,2,1,1994,6
113,240,3,2,1,1994,6
114,238,3,2,1,1994,16
115,285,3,2,0,1994,25
115,285,3,2,0,1994,25
122,238,3,2,1,1994,16
122,242,3,2,1,1994,16
122,242,3,2,1,1994,16
162,480,2,1,0,1994,12
162,480,2,1,0,1994,12
168,650,4,2,1,1994,15
42,199,1,1,0,1995,6
42,199,1,1,0,1995,6
42,199,1,1,0,1995,6
42,230,1,1,1,1995,6
43,148,1,1,1,1995,6
43,260,1,1,1,1995,16
45,158,1,1,0,1995,6
45,185,1,1,0,1995,6
45,185,1,1,0,1995,6
45,195,1,1,1,1995,6
46,105,1,1,0,1995,6
46,105,1,1,0,1995,6
46,108,1,1,1,1995,6
46,108,1,1,1,1995,6
46,185,2,1,1,1995,6
46,200,1,0,1,1995,12
46,200,1,0,1,1995,12
46,280,1,1,1,1995,6
47,130,1,1,0,1995,16
47,130,1,1,0,1995,16
47,130,1,1,0,1995,16
47,140,1,1,1,1995,6
47,150,1,1,0,1995,6
47,168,1,1,0,1995,6
47,169,2,1,1,1995,6
48,195,1,1,0,1995,19
48,200,1,1,1,1995,18
49,162,1,1,1,1995,6
49,200,1,1,1,1995,15
50,165,1,1,0,1995,9
50,170,2,1,1,1995,14
50,170,2,1,1,1995,14
50,220,2,1,0,1995,6
50,305,1,1,1,1995,28
51,135,1,1,0,1995,6
51,160,2,1,0,1995,5
52,105,1,1,1,1995,6
52,175,1,0,0,1995,20
53,132,1,1,0,1995,6
53,153,1,1,0,1995,6
53,208,1,1,0,1995,12
53,308,2,1,1,1995,12
54,188,2,1,0,1995,6
54,250,2,1,1,1995,6
54,250,2,1,1,1995,6
54,250,2,1,1,1995,6
55,140,1,1,1,1995,6
55,140,1,1,1,1995,6
55,165,1,1,0,1995,24
55,170,2,1,1,1995,6
55,200,1,1,1,1995,6
55,200,1,1,1,1995,6
56,175,2,1,0,1995,6
56,175,2,1,0,1995,6
56,175,2,1,0,1995,6
56,200,2,1,1,1995,6
56,247,1,1,1,1995,19
57,120,1,1,0,1995,4
57,126,1,1,1,1995,6
57,178,2,1,1,1995,6
57,185,1,1,0,1995,6
57,199,1,1,0,1995,6
58,125,2,1,1,1995,4
58,125,2,1,1,1995,4
58,125,2,1,1,1995,4
58,130,1,1,1,1995,6
58,185,2,1,1,1995,6
58,190,2,1,0,1995,6
58,200,2,1,0,1995,6
58,200,2,1,0,1995,6
58,210,2,1,1,1995,6
58,225,2,1,0,1995,6
58,225,2,1,0,1995,6
58,285,2,1,0,1995,6
58,285,2,1,1,1995,6
58,285,2,1,1,1995,16
58,288,2,1,1,1995,6
58,288,2,1,1,1995,6
59,175,2,1,1,1995,6
59,280,2,1,1,1995,6
59,285,2,1,0,1995,6
59,285,2,1,0,1995,6
59,330,2,1,1,1995,6
61,138,2,1,0,1995,6
61,138,2,1,0,1995,6
61,174,2,1,0,1995,6
61,174,2,1,0,1995,6
61,174,2,1,0,1995,6
61,185,2,1,1,1995,6
61,185,2,1,1,1995,6
61,198,2,1,1,1995,6
61,206,2,1,1,1995,5
61,246,2,1,1,1995,18
61,246,2,1,1,1995,18
61,275,1,1,1,1995,18
62,143,2,1,1,1995,6
62,145,2,1,1,1995,6
62,153,2,1,1,1995,6
62,177,2,1,0,1995,24
62,177,2,1,0,1995,24
62,190,2,1,0,1995,6
62,200,2,1,1,1995,18
62,220,2,1,0,1995,6
62,332,2,1,1,1995,6
63,150,2,1,0,1995,6
63,150,2,1,0,1995,6
63,150,2,1,0,1995,6
63,170,2,1,0,1995,7
63,170,2,1,0,1995,7
63,200,2,1,1,1995,6
63,218,2,1,1,1995,6
63,220,2,1,0,1995,6
63,280,2,1,1,1995,11
64,180,2,1,1,1995,6
64,185,2,1,1,1995,16
64,185,2,1,1,1995,16
64,198,2,1,0,1995,6
64,198,2,1,0,1995,6
64,240,1,1,1,1995,24
64,240,1,1,1,1995,24
64,240,2,1,0,1995,18
64,240,2,1,0,1995,18
64,245,2,1,1,1995,18
64,295,2,1,1,1995,6
64,320,2,1,1,1995,6
64,360,2,1,0,1995,12
65,205,2,1,1,1995,24
65,205,2,1,1,1995,24
65,210,1,1,0,1995,17
65,226,2,1,0,1995,18
65,295,2,1,1,1995,18
65,295,2,1,1,1995,18
65,295,2,1,1,1995,18
65,301,2,1,1,1995,6
65,301,2,1,1,1995,6
65,308,2,1,1,1995,6
65,308,2,1,1,1995,6
65,308,2,1,1,1995,6
65,330,2,1,1,1995,6
65,330,2,1,1,1995,6
65,385,2,1,1,1995,28
65,385,2,1,1,1995,28
66,170,2,1,1,1995,6
66,200,1,1,0,1995,24
66,200,1,1,0,1995,24
66,210,2,1,0,1995,18
67,218,1,1,1,1995,24
67,218,1,1,1,1995,24
67,218,1,1,1,1995,24
68,200,2,1,1,1995,18
68,200,2,1,1,1995,18
68,220,2,1,1,1995,6
68,230,2,1,1,1995,5
68,265,2,1,1,1995,6
68,265,2,1,1,1995,6
68,265,2,1,1,1995,6
68,265,2,1,1,1995,6
68,265,2,1,1,1995,6
68,295,2,1,1,1995,22
68,305,2,1,1,1995,6
68,305,2,1,1,1995,6
69,140,2,1,1,1995,6
69,140,2,1,1,1995,6
69,160,2,1,1,1995,6
69,190,1,1,1,1995,16
69,190,1,1,1,1995,16
69,190,1,1,1,1995,16
69,190,1,1,1,1995,16
69,248,2,1,0,1995,18
69,255,3,1,0,1995,6
69,258,2,1,1,1995,12
70,135,1,1,1,1995,6
70,135,2,1,1,1995,6
70,148,2,1,1,1995,6
70,210,2,1,1,1995,6
70,210,2,1,1,1995,6
70,210,2,1,1,1995,6
70,330,2,1,1,1995,18
70,330,2,1,1,1995,18
70,430,2,1,1,1995,28
70,430,2,1,1,1995,28
71,135,2,1,1,1995,6
71,135,2,1,1,1995,6
71,140,2,1,1,1995,6
71,165,2,1,1,1995,5
71,165,2,1,1,1995,5
71,320,2,1,0,1995,16
71,320,2,1,0,1995,16
71,320,2,1,0,1995,16
71,320,2,1,0,1995,16
72,152,2,1,1,1995,6
72,220,2,1,1,1995,6
72,230,3,1,0,1995,6
72,350,3,1,1,1995,18
72,350,3,1,1,1995,18
73,150,2,1,1,1995,5
73,160,2,1,0,1995,6
73,160,2,1,0,1995,6
73,185,2,1,1,1995,5
73,185,2,1,1,1995,5
73,210,2,2,1,1995,12
73,215,2,1,1,1995,18
73,280,3,1,0,1995,5
73,280,3,1,0,1995,5
73,280,3,1,0,1995,5
73,419,2,2,0,1995,12
74,175,2,1,0,1995,6
74,205,2,1,0,1995,6
74,210,2,1,0,1995,18
74,210,2,1,0,1995,18
74,220,2,1,0,1995,10
74,232,2,2,0,1995,18
74,235,2,1,0,1995,12
74,330,2,1,1,1995,24
74,470,2,1,0,1995,8
75,160,2,1,1,1995,6
75,160,2,1,1,1995,6
75,220,2,1,0,1995,16
75,230,2,1,0,1995,22
75,235,2,1,0,1995,17
75,260,2,1,1,1995,6
75,260,2,1,1,1995,6
75,290,2,1,0,1995,6
75,290,2,1,0,1995,6
76,137,2,1,1,1995,6
76,137,3,1,0,1995,6
76,137,3,1,0,1995,6
76,137,3,1,0,1995,6
76,190,1,1,1,1995,15
76,190,1,1,1,1995,15
76,190,3,1,1,1995,6
76,240,2,2,1,1995,18
76,300,3,1,1,1995,15
76,300,3,1,1,1995,15
76,300,3,1,1,1995,15
76,420,3,1,0,1995,6
77,188,2,1,0,1995,7
77,188,2,1,0,1995,7
77,200,2,1,1,1995,19
77,333,3,1,1,1995,10
77,380,3,1,1,1995,6
79,157,2,1,0,1995,6
79,170,2,1,1,1995,6
79,313,2,1,1,1995,14
79,330,3,1,1,1995,16
80,250,3,1,0,1995,6
80,300,2,2,0,1995,6
80,300,2,2,0,1995,6
81,135,2,1,0,1995,6
81,135,2,1,0,1995,6
82,180,3,1,0,1995,6
82,203,2,2,0,1995,6
82,320,3,1,1,1995,6
82,320,3,1,1,1995,6
83,213,2,2,0,1995,6
83,225,2,1,0,1995,6
83,380,2,1,0,1995,18
84,160,2,1,1,1995,6
84,160,2,1,1,1995,6
85,240,3,1,0,1995,6
85,550,3,1,1,1995,28
85,550,3,1,1,1995,28
86,210,2,2,0,1995,6
86,233,3,1,1,1995,6
86,360,2,1,1,1995,12
87,193,2,1,0,1995,6
87,193,2,1,0,1995,6
87,193,2,1,0,1995,6
87,290,3,1,1,1995,6
87,345,2,1,1,1995,12
87,345,2,1,1,1995,12
87,345,2,1,1,1995,12
87,410,1,1,1,1995,16
87,410,1,1,1,1995,16
87,412,3,1,1,1995,4
88,162,2,1,1,1995,6
88,225,2,1,0,1995,6
88,495,2,1,0,1995,18
88,495,2,1,0,1995,18
89,170,2,2,1,1995,6
89,170,2,2,1,1995,6
89,350,2,1,1,1995,6
89,350,2,1,1,1995,6
89,350,2,1,1,1995,6
90,230,2,1,0,1995,18
90,230,2,1,0,1995,18
90,425,2,2,1,1995,12
91,169,3,1,1,1995,6
91,220,2,1,0,1995,7
92,490,3,1,0,1995,6
92,490,3,1,0,1995,6
92,520,3,1,1,1995,6
93,265,2,1,1,1995,22
94,197,2,1,1,1995,6
94,197,2,1,1,1995,6
94,197,2,1,1,1995,6
94,255,3,1,0,1995,6
94,255,3,1,0,1995,6
94,355,3,1,1,1995,6
95,183,3,1,1,1995,6
96,170,3,1,0,1995,6
99,187,3,1,1,1995,5
100,249,3,1,1,1995,6
100,249,3,1,1,1995,6
101,260,2,1,1,1995,15
101,265,3,1,0,1995,6
101,265,3,1,0,1995,6
101,265,3,1,0,1995,6
101,315,3,2,0,1995,18
101,480,2,2,1,1995,17
101,480,2,2,1,1995,17
102,220,3,2,1,1995,6
102,225,2,2,0,1995,3
103,285,3,1,0,1995,7
104,200,3,1,1,1995,6
104,320,3,2,1,1995,6
107,405,4,2,1,1995,6
110,248,3,1,1,1995,7
110,248,3,1,1,1995,7
112,418,3,2,0,1995,18
112,418,3,2,0,1995,18
116,400,3,2,1,1995,6
118,275,3,1,0,1995,18
118,275,3,1,0,1995,18
118,410,5,1,1,1995,6
119,470,4,1,0,1995,7
125,240,4,3,0,1995,6
131,630,3,2,1,1995,20
136,550,3,2,0,1995,18
141,450,3,2,1,1995,6
141,450,3,2,1,1995,6
160,248,4,2,0,1995,6
164,505,3,2,0,1995,14
167,880,3,2,1,1995,28
167,880,3,2,1,1995,28
174,240,4,2,1,1995,7
220,700,4,1,0,1995,15
220,730,4,1,0,1995,15
244,850,4,2,1,1995,14
38,218,1,1,0,1996,6
40,120,2,1,1,1996,4
42,167,1,1,0,1996,6
42,275,1,1,1,1996,6
42,275,1,1,1,1996,6
44,152,1,1,0,1996,6
44,152,1,1,0,1996,6
46,160,1,1,0,1996,22
46,190,1,1,1,1996,24
46,190,1,1,1,1996,24
46,210,1,1,0,1996,9
46,210,1,1,0,1996,9
46,215,1,1,0,1996,6
47,120,1,1,0,1996,6
47,120,1,1,0,1996,6
47,220,1,1,1,1996,5
47,240,2,1,1,1996,6
47,250,1,1,1,1996,6
49,212,1,1,1,1996,9
50,160,1,1,1,1996,24
51,127,2,1,1,1996,6
51,280,1,1,1,1996,9
51,280,1,1,1,1996,9
51,280,1,1,1,1996,9
53,180,2,1,1,1996,6
53,185,2,1,0,1996,6
54,150,1,1,0,1996,6
54,150,2,1,0,1996,18
54,150,2,1,0,1996,18
54,165,2,1,1,1996,6
54,320,1,1,0,1996,18
54,320,1,1,0,1996,18
55,200,1,1,1,1996,18
55,200,2,1,0,1996,6
55,298,2,1,1,1996,6
56,220,1,1,0,1996,1
57,132,1,1,1,1996,6
57,132,1,1,1,1996,6
57,200,2,1,1,1996,6
57,210,1,1,0,1996,16
58,210,1,1,1,1996,24
58,215,2,1,1,1996,6
58,215,2,1,1,1996,6
58,370,2,1,1,1996,5
58,370,2,1,1,1996,5
59,245,2,1,1,1996,6
59,265,2,1,0,1996,6
59,265,2,1,0,1996,6
59,265,2,1,0,1996,6
59,265,2,1,0,1996,6
59,280,2,1,0,1996,7
59,310,2,1,1,1996,6
60,190,1,1,1,1996,19
60,250,2,1,1,1996,6
60,250,2,1,1,1996,6
61,240,2,1,1,1996,7
61,240,2,1,1,1996,7
61,260,2,1,1,1996,6
61,290,2,1,0,1996,6
61,290,2,1,1,1996,6
61,290,2,1,1,1996,6
62,160,1,1,1,1996,18
62,223,2,1,0,1996,6
62,223,2,1,0,1996,6
62,270,2,1,1,1996,6
63,170,2,1,0,1996,6
63,190,2,1,0,1996,21
63,208,2,1,0,1996,6
63,208,2,1,0,1996,6
63,263,2,1,1,1996,22
63,280,2,1,1,1996,6
64,138,2,1,1,1996,6
64,180,1,1,1,1996,6
64,200,2,1,0,1996,22
64,205,2,1,0,1996,6
64,235,1,1,1,1996,24
64,255,2,1,1,1996,24
64,255,2,1,1,1996,24
64,290,1,1,0,1996,24
64,299,2,1,1,1996,18
65,136,1,1,0,1996,20
65,198,2,2,1,1996,7
65,198,2,2,1,1996,7
65,203,2,1,0,1996,16
65,308,2,1,1,1996,6
65,308,2,1,1,1996,6
65,350,2,1,0,1996,11
65,350,2,1,0,1996,11
65,403,2,1,1,1996,16
65,403,2,1,1,1996,16
66,170,2,1,1,1996,6
66,170,2,1,1,1996,6
66,200,2,1,0,1996,6
66,220,2,1,0,1996,6
67,220,1,1,1,1996,24
67,220,1,1,1,1996,24
67,220,2,1,1,1996,6
67,220,2,1,1,1996,6
67,320,2,1,1,1996,6
67,360,2,1,1,1996,7
68,128,1,1,1,1996,5
68,395,2,1,0,1996,9
68,395,2,1,0,1996,9
69,205,2,1,0,1996,14
69,205,2,1,0,1996,14
69,205,2,1,0,1996,14
69,210,2,1,0,1996,12
69,305,2,1,1,1996,18
69,305,2,1,1,1996,18
69,305,2,1,1,1996,18
69,360,3,1,1,1996,6
69,360,3,1,1,1996,6
70,125,2,1,1,1996,6
70,180,2,1,1,1996,18
70,297,2,1,1,1996,6
70,305,2,1,1,1996,18
71,160,2,1,1,1996,6
71,215,2,1,0,1996,12
71,251,2,1,0,1996,6
71,251,2,1,0,1996,6
72,180,2,1,0,1996,7
72,220,2,1,1,1996,18
72,220,2,1,1,1996,18
72,220,2,1,1,1996,18
72,275,2,1,1,1996,18
72,330,2,1,1,1996,6
72,480,2,1,1,1996,7
73,123,1,1,1,1996,6
73,130,2,1,0,1996,6
73,130,2,1,0,1996,6
74,165,2,1,0,1996,6
74,200,2,1,1,1996,6
74,300,2,1,1,1996,24
74,334,3,1,1,1996,6
74,334,3,1,1,1996,6
75,162,2,1,1,1996,6
76,155,2,1,1,1996,6
76,155,2,1,1,1996,6
76,280,2,1,1,1996,24
76,280,2,1,1,1996,24
76,280,2,1,1,1996,24
77,135,1,2,1,1996,5
77,230,2,1,1,1996,14
77,230,2,1,1,1996,14
77,230,2,1,1,1996,14
78,205,2,1,1,1996,6
78,340,2,1,1,1996,6
78,340,2,1,1,1996,6
78,390,2,1,1,1996,12
78,398,2,1,1,1996,12
78,398,2,1,1,1996,12
79,260,2,1,0,1996,16
79,310,3,1,1,1996,6
79,310,3,1,1,1996,6
80,128,3,1,0,1996,5
80,128,3,1,0,1996,5
80,128,3,1,0,1996,5
80,135,3,1,0,1996,5
80,135,3,1,0,1996,5
80,213,2,2,1,1996,6
80,213,2,2,1,1996,6
80,245,2,1,1,1996,18
80,245,2,1,1,1996,18
80,245,2,1,1,1996,18
80,280,2,1,1,1996,18
80,390,3,1,1,1996,6
81,170,2,1,0,1996,6
81,400,3,1,0,1996,6
81,400,3,1,0,1996,6
82,162,2,2,1,1996,6
82,162,2,2,1,1996,6
82,208,2,2,1,1996,5
82,211,2,2,0,1996,5
82,211,2,2,0,1996,5
82,215,2,1,1,1996,6
83,150,1,1,1,1996,5
83,210,2,2,1,1996,7
83,280,3,1,1,1996,6
84,205,3,2,1,1996,6
84,343,3,1,1,1996,6
84,343,3,1,1,1996,6
85,156,2,1,1,1996,6
85,270,2,2,0,1996,6
86,299,3,1,1,1996,6
86,299,3,1,1,1996,6
86,299,3,1,1,1996,6
86,449,2,1,1,1996,21
87,305,2,1,1,1996,20
87,370,3,2,1,1996,6
87,370,3,2,1,1996,6
87,387,2,1,1,1996,18
88,190,3,1,1,1996,6
88,190,3,1,1,1996,6
88,300,3,1,0,1996,6
88,412,3,1,1,1996,24
88,412,3,1,1,1996,24
88,430,3,2,1,1996,6
89,194,2,2,0,1996,7
89,288,3,1,1,1996,6
89,288,3,1,1,1996,6
89,288,3,1,1,1996,6
90,165,2,2,0,1996,6
90,168,2,1,1,1996,6
90,175,3,1,0,1996,6
90,190,2,2,1,1996,6
90,295,2,1,1,1996,7
90,295,3,1,1,1996,6
90,295,3,1,1,1996,6
90,295,3,1,1,1996,6
90,415,3,1,1,1996,6
90,415,3,1,1,1996,6
91,130,2,1,0,1996,6
91,325,3,1,1,1996,6
92,195,2,1,0,1996,5
92,195,2,1,0,1996,5
92,245,3,2,1,1996,7
94,198,2,2,1,1996,6
95,276,2,1,1,1996,22
96,157,2,1,1,1996,6
96,157,2,1,1,1996,6
96,270,2,1,1,1996,6
96,325,2,2,1,1996,18
96,325,2,2,1,1996,18
96,325,2,2,1,1996,18
96,325,2,2,1,1996,18
96,325,2,2,1,1996,18
96,325,2,2,1,1996,18
96,400,1,1,1,1996,18
97,145,2,1,0,1996,8
97,145,2,1,0,1996,8
97,268,2,1,0,1996,6
97,280,3,1,1,1996,18
97,280,3,1,1,1996,18
97,465,3,1,0,1996,6
97,465,3,1,0,1996,6
98,350,2,1,1,1996,21
98,350,2,1,1,1996,21
98,360,3,1,1,1996,6
98,360,3,1,1,1996,6
99,210,3,1,0,1996,6
99,380,2,1,0,1996,25
99,380,2,1,0,1996,25
99,420,3,1,1,1996,18
100,370,3,1,1,1996,6
101,399,3,2,0,1996,6
103,300,2,1,1,1996,25
103,380,3,1,1,1996,22
103,380,3,2,1,1996,22
103,380,3,2,1,1996,22
104,410,3,2,0,1996,30
105,195,2,1,1,1996,5
105,370,3,2,0,1996,22
105,390,3,1,0,1996,6
105,480,2,1,1,1996,14
105,480,2,1,1,1996,14
105,480,2,1,1,1996,14
106,250,3,1,1,1996,12
106,250,3,1,1,1996,12
106,380,3,2,1,1996,6
106,380,3,2,1,1996,6
106,380,3,2,1,1996,6
108,335,2,1,1,1996,18
108,460,2,1,1,1996,16
108,460,2,1,1,1996,16
109,230,3,1,1,1996,6
109,778,2,2,1,1996,18
109,778,2,2,1,1996,18
109,778,2,2,1,1996,18
114,170,3,1,0,1996,6
114,179,2,1,1,1996,25
114,360,2,1,1,1996,18
117,245,3,2,1,1996,7
117,470,3,2,0,1996,30
118,410,3,1,0,1996,24
118,410,3,1,0,1996,24
119,508,3,1,1,1996,6
121,360,2,2,0,1996,6
121,360,2,2,0,1996,6
121,450,3,1,0,1996,6
121,450,3,1,0,1996,6
123,650,3,2,0,1996,14
127,240,3,2,1,1996,6
127,400,2,2,0,1996,22
128,319,3,2,1,1996,25
128,319,3,2,1,1996,25
128,530,2,1,0,1996,17
128,530,2,1,0,1996,17
130,500,3,1,1,1996,27
131,495,2,2,1,1996,6
132,480,3,1,1,1996,30
134,350,2,1,1,1996,28
134,350,2,1,1,1996,28
134,620,3,1,1,1996,21
136,420,2,2,0,1996,28
137,210,3,2,1,1996,6
137,210,3,2,1,1996,6
137,410,3,2,0,1996,18
137,410,3,2,0,1996,18
142,247,3,2,0,1996,5
144,450,3,1,1,1996,18
144,670,3,2,1,1996,14
144,670,3,2,1,1996,14
153,550,3,1,1,1996,30
153,550,3,1,1,1996,30
175,490,3,2,1,1996,18
175,490,3,2,1,1996,18
175,490,3,2,1,1996,18
180,430,2,2,0,1996,0
194,1050,3,2,0,1996,1
204,560,3,2,0,1996,22
204,560,3,2,0,1996,22
38,105,1,1,0,1997,20
38,105,1,1,0,1997,20
38,105,1,1,0,1997,20
46,195,1,1,1,1997,24
46,210,1,1,0,1997,9
46,210,1,1,0,1997,9
47,155,1,1,1,1997,10
50,180,1,1,1,1997,6
50,280,2,1,0,1997,18
53,250,1,1,0,1997,21
54,267,2,1,1,1997,6
54,267,2,1,1,1997,6
54,267,2,1,1,1997,6
54,275,1,1,0,1997,6
55,240,2,1,1,1997,6
58,140,1,1,0,1997,20
58,178,1,1,0,1997,20
58,178,1,1,0,1997,20
58,290,2,1,0,1997,6
58,290,2,1,0,1997,6
59,205,1,1,1,1997,24
59,205,1,1,1,1997,24
59,205,1,1,1,1997,24
59,205,1,1,1,1997,24
59,210,1,1,0,1997,28
60,140,1,1,0,1997,6
60,360,2,1,1,1997,6
61,225,2,1,0,1997,20
62,290,2,1,1,1997,4
63,186,2,1,1,1997,18
63,265,2,1,1,1997,6
63,270,1,1,1,1997,22
63,270,1,1,1,1997,22
64,285,2,1,1,1997,6
64,285,2,1,1,1997,6
64,285,2,1,1,1997,6
65,270,2,1,0,1997,6
65,270,2,1,0,1997,6
66,215,2,1,1,1997,24
66,348,2,1,0,1997,6
67,155,1,1,1,1997,24
67,175,2,1,0,1997,6
67,180,1,1,1,1997,5
67,185,2,1,1,1997,6
67,185,2,1,1,1997,6
67,185,2,1,1,1997,6
67,192,2,1,1,1997,6
67,218,2,1,1,1997,6
67,290,2,1,1,1997,22
67,315,2,1,1,1997,14
67,315,2,1,1,1997,14
68,136,1,1,1,1997,6
68,207,2,1,1,1997,6
68,207,2,1,1,1997,6
69,225,2,1,1,1997,6
69,320,2,1,1,1997,18
70,165,2,1,1,1997,6
70,225,2,1,0,1997,20
70,225,2,1,1,1997,6
70,265,2,1,0,1997,6
71,178,2,1,0,1997,6
72,153,2,1,1,1997,6
72,153,2,1,1,1997,6
72,245,2,1,0,1997,6
72,245,2,1,0,1997,6
72,340,2,1,1,1997,16
73,165,2,1,1,1997,7
73,220,2,1,1,1997,6
73,355,2,1,1,1997,6
73,355,2,1,1,1997,6
73,355,2,1,1,1997,6
73,355,2,1,1,1997,6
74,165,2,1,1,1997,6
74,178,2,1,1,1997,6
74,178,2,1,1,1997,6
75,138,2,1,1,1997,6
75,210,2,1,0,1997,6
75,285,2,1,0,1997,6
76,143,2,2,1,1997,6
76,156,2,1,0,1997,6
76,156,2,1,0,1997,6
76,240,2,1,1,1997,19
76,240,2,1,1,1997,19
76,277,2,2,1,1997,6
77,285,2,2,0,1997,14
77,285,2,2,0,1997,14
78,155,2,2,0,1997,6
78,155,2,2,0,1997,6
78,155,2,2,0,1997,6
78,215,2,1,1,1997,6
78,220,2,2,1,1997,6
78,220,2,2,1,1997,6
79,173,2,1,0,1997,6
79,173,2,1,0,1997,6
79,230,2,2,1,1997,6
80,168,2,1,1,1997,7
80,168,2,1,1,1997,7
80,185,2,1,0,1997,6
80,190,3,1,0,1997,6
80,290,3,1,0,1997,14
80,359,3,1,1,1997,12
80,359,3,1,1,1997,12
81,370,2,1,1,1997,6
81,370,2,1,1,1997,6
82,191,2,1,1,1997,6
82,408,2,2,1,1997,6
82,408,2,2,1,1997,6
83,315,2,1,0,1997,7
83,315,2,1,0,1997,7
83,315,2,1,0,1997,7
84,195,2,1,1,1997,24
84,195,2,1,1,1997,24
84,195,2,1,1,1997,24
84,285,2,1,1,1997,14
84,285,2,1,1,1997,14
84,380,2,1,1,1997,26
84,440,2,1,0,1997,9
84,440,2,1,0,1997,9
84,440,2,1,0,1997,9
84,440,2,1,0,1997,9
85,265,2,1,1,1997,6
86,185,2,1,1,1997,6
86,265,2,1,0,1997,34
86,265,2,1,0,1997,34
86,415,2,1,1,1997,16
86,430,2,1,0,1997,16
86,430,2,1,0,1997,16
87,170,2,1,0,1997,6
87,350,3,1,1,1997,6
87,350,3,1,1,1997,6
87,350,3,1,1,1997,6
87,350,3,1,1,1997,6
88,205,2,2,0,1997,6
88,205,2,2,0,1997,6
88,213,2,2,0,1997,6
88,213,2,2,0,1997,6
88,213,2,2,0,1997,6
